model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
qwen25-7b-instruct,P_en_soc-Zurich_3,P,en,neutral,Zurich,4,10,20,0.4,13.275,"[7.5, 14.5, 13.0, 14.25, 14.25, 9.25, 14.25, 15.5, 14.5, 15.75]",246.0,none,"[5, 15, 5, 12, 15, 12, 15, 14, 10, 15]",118,22.8,0,0,none,"[5, 8, 15, 15, 15, 1, 12, 15, 18, 15]",119,7.6,0,0,none,"[10, 20, 15, 15, 17, 12, 15, 18, 15, 18]",155,8.6,0,0,none,"[10, 15, 17, 15, 10, 12, 15, 15, 15, 15]",139,6.0,0,0
qwen25-7b-instruct,P_en_soc-Zurich_4,P,en,neutral,Zurich,4,10,20,0.4,15.75,"[12.75, 16.25, 17.0, 16.0, 15.75, 16.25, 16.5, 15.5, 15.75, 15.75]",192.0,none,"[16, 14, 18, 12, 15, 18, 18, 17, 16, 15]",159,41.2,0,0,none,"[15, 18, 17, 16, 16, 18, 15, 15, 16, 15]",161,30.6,0,0,none,"[10, 18, 15, 18, 15, 12, 15, 15, 16, 15]",149,46.8,0,0,none,"[10, 15, 18, 18, 17, 17, 18, 15, 15, 18]",161,52.8,0,0
qwen25-7b-instruct,P_en_soc-Zurich_5,P,en,neutral,Zurich,4,10,20,0.4,14.625,"[12.5, 12.25, 16.0, 13.0, 14.0, 16.5, 17.75, 10.5, 17.0, 16.75]",243.0,none,"[5, 12, 15, 16, 15, 16, 18, 10, 15, 20]",142,0.4,0,0,none,"[20, 15, 15, 20, 10, 15, 15, 16, 20, 15]",161,7.4,0,0,none,"[15, 10, 18, 1, 18, 20, 20, 1, 18, 17]",138,0.4,0,0,none,"[10, 12, 16, 15, 13, 15, 18, 15, 15, 15]",144,0.0,0,0
qwen25-7b-instruct,P_en_soc-Zurich_6,P,en,neutral,Zurich,4,10,20,0.4,13.675,"[9.5, 13.0, 15.25, 15.25, 15.0, 13.5, 14.5, 16.25, 14.0, 10.5]",107.0,none,"[8, 10, 12, 14, 12, 15, 16, 18, 15, 14]",134,71.8,0,0,none,"[15, 15, 17, 14, 14, 14, 15, 14, 18, 0]",136,52.6,0,0,none,"[10, 12, 14, 15, 18, 13, 12, 16, 10, 14]",134,86.8,0,0,none,"[5, 15, 18, 18, 16, 12, 15, 17, 13, 14]",143,73.8,0,0
qwen25-7b-instruct,P_en_soc-Zurich_7,P,en,neutral,Zurich,4,10,20,0.4,14.175,"[9.5, 14.25, 15.0, 13.5, 15.0, 15.75, 14.75, 12.75, 15.5, 15.75]",140.0,none,"[10, 12, 18, 15, 14, 15, 18, 15, 15, 15]",147,76.8,0,0,none,"[8, 20, 12, 15, 13, 15, 13, 18, 14, 12]",140,80.4,0,0,none,"[10, 10, 15, 12, 19, 18, 15, 1, 15, 18]",133,72.8,0,0,none,"[10, 15, 15, 12, 14, 15, 13, 17, 18, 18]",147,42.6,0,0
qwen25-7b-instruct,P_en_soc-Zurich_8,P,en,neutral,Zurich,4,10,20,0.4,13.925,"[8.5, 11.25, 13.25, 14.25, 15.25, 14.0, 14.75, 14.75, 17.0, 16.25]",122.0,none,"[10, 8, 9, 15, 14, 13, 14, 13, 15, 14]",125,100.2,0,0,none,"[8, 10, 17, 12, 14, 15, 17, 18, 15, 18]",144,51.2,0,0,none,"[8, 12, 12, 15, 18, 15, 12, 13, 18, 16]",139,76.2,0,0,none,"[8, 15, 15, 15, 15, 13, 16, 15, 20, 17]",149,66.0,0,0
qwen25-7b-instruct,P_en_soc-Zurich_9,P,en,neutral,Zurich,4,10,20,0.4,13.025,"[8.75, 11.75, 13.75, 12.25, 10.0, 16.25, 14.0, 14.0, 16.0, 13.5]",129.0,none,"[10, 15, 18, 10, 13, 15, 16, 15, 18, 13]",143,67.4,0,0,none,"[15, 10, 15, 12, 12, 14, 10, 13, 18, 12]",131,70.0,0,0,none,"[5, 12, 14, 15, 15, 18, 15, 13, 15, 13]",135,109.0,0,0,none,"[5, 10, 8, 12, 0, 18, 15, 15, 13, 16]",112,75.4,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_0,P,en,neutral,Copenhagen,4,10,20,0.4,13.375,"[7.0, 10.75, 15.0, 15.5, 14.75, 11.75, 15.75, 14.0, 14.5, 14.75]",156.0,none,"[8, 10, 15, 15, 18, 12, 15, 15, 15, 12]",135,49.6,0,0,none,"[5, 10, 15, 12, 18, 15, 15, 16, 18, 12]",136,48.4,0,0,none,"[5, 8, 15, 15, 10, 8, 13, 15, 15, 20]",124,73.4,0,0,none,"[10, 15, 15, 20, 13, 12, 20, 10, 10, 15]",140,33.6,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_1,P,en,neutral,Copenhagen,4,10,20,0.4,14.4,"[9.5, 12.0, 13.0, 15.75, 17.75, 15.75, 16.25, 14.25, 13.75, 16.0]",160.0,none,"[10, 10, 15, 20, 15, 18, 14, 12, 15, 16]",145,43.2,0,0,none,"[10, 11, 13, 12, 18, 15, 18, 18, 15, 17]",147,46.0,0,0,none,"[10, 12, 12, 13, 20, 15, 18, 15, 10, 15]",140,60.0,0,0,none,"[8, 15, 12, 18, 18, 15, 15, 12, 15, 16]",144,61.8,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_2,P,en,neutral,Copenhagen,4,10,20,0.4,13.3,"[10.5, 12.5, 12.5, 13.5, 13.25, 14.0, 13.0, 13.25, 15.25, 15.25]",137.0,none,"[10, 15, 13, 14, 14, 16, 18, 15, 12, 14]",141,51.8,0,0,none,"[10, 14, 13, 12, 13, 15, 8, 14, 18, 12]",129,62.8,0,0,none,"[10, 13, 10, 13, 12, 15, 12, 16, 15, 15]",131,42.8,0,0,none,"[12, 8, 14, 15, 14, 10, 14, 8, 16, 20]",131,59.6,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_3,P,en,neutral,Copenhagen,4,10,20,0.4,12.825,"[6.5, 13.75, 14.75, 13.5, 12.5, 14.5, 14.5, 11.75, 13.0, 13.5]",149.0,none,"[5, 15, 17, 15, 14, 14, 12, 12, 15, 13]",132,53.2,0,0,none,"[5, 15, 12, 15, 12, 12, 17, 5, 10, 15]",118,33.8,0,0,none,"[8, 15, 15, 12, 9, 14, 15, 15, 15, 10]",128,59.4,0,0,none,"[8, 10, 15, 12, 15, 18, 14, 15, 12, 16]",135,41.2,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_4,P,en,neutral,Copenhagen,4,10,20,0.4,14.275,"[9.5, 12.25, 15.75, 15.5, 16.25, 10.75, 14.0, 15.75, 16.5, 16.5]",135.0,none,"[10, 12, 15, 18, 14, 1, 8, 13, 15, 16]",122,71.2,0,0,none,"[10, 15, 15, 14, 16, 15, 18, 16, 18, 20]",157,33.8,0,0,none,"[8, 12, 15, 15, 18, 15, 14, 15, 15, 12]",139,47.8,0,0,none,"[10, 10, 18, 15, 17, 12, 16, 19, 18, 18]",153,46.4,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_5,P,en,neutral,Copenhagen,4,10,20,0.4,14.425,"[10.5, 12.0, 14.5, 15.25, 14.25, 16.25, 12.0, 16.75, 15.0, 17.75]",112.0,none,"[8, 10, 14, 18, 10, 14, 18, 16, 17, 18]",143,108.6,0,0,none,"[10, 12, 14, 15, 16, 18, 15, 20, 12, 15]",147,98.8,0,0,none,"[8, 16, 16, 14, 15, 18, 15, 16, 16, 20]",154,67.4,0,0,none,"[16, 10, 14, 14, 16, 15, 0, 15, 15, 18]",133,98.0,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_6,P,en,neutral,Copenhagen,4,10,20,0.4,14.2,"[11.25, 11.5, 14.25, 15.0, 17.5, 14.75, 14.5, 15.0, 14.5, 13.75]",160.0,none,"[15, 10, 12, 18, 18, 18, 14, 12, 18, 14]",149,59.0,0,0,none,"[10, 11, 15, 16, 18, 12, 18, 18, 12, 12]",142,61.0,0,0,none,"[10, 13, 15, 10, 16, 15, 14, 15, 15, 15]",138,65.2,0,0,none,"[10, 12, 15, 16, 18, 14, 12, 15, 13, 14]",139,53.2,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_7,P,en,neutral,Copenhagen,4,10,20,0.4,13.35,"[10.0, 12.25, 12.75, 13.75, 15.75, 14.5, 13.5, 16.25, 12.0, 12.75]",161.0,none,"[10, 12, 13, 13, 14, 15, 18, 17, 8, 13]",133,34.2,0,0,none,"[10, 12, 15, 12, 14, 15, 13, 15, 15, 14]",135,44.6,0,0,none,"[10, 15, 11, 15, 17, 16, 9, 15, 10, 12]",130,47.8,0,0,none,"[10, 10, 12, 15, 18, 12, 14, 18, 15, 12]",136,43.8,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_8,P,en,neutral,Copenhagen,4,10,20,0.4,13.2,"[9.25, 10.5, 14.0, 14.5, 10.25, 12.25, 15.5, 13.0, 16.5, 16.25]",180.0,none,"[15, 10, 12, 18, 1, 12, 14, 15, 15, 17]",129,41.2,0,0,none,"[12, 10, 14, 15, 13, 18, 15, 10, 18, 18]",143,37.8,0,0,none,"[5, 10, 10, 10, 12, 1, 15, 15, 18, 15]",111,62.2,0,0,none,"[5, 12, 20, 15, 15, 18, 18, 12, 15, 15]",145,17.2,0,0
qwen25-7b-instruct,P_en_soc-Copenhagen_9,P,en,neutral,Copenhagen,4,10,20,0.4,12.925,"[10.0, 12.25, 13.0, 11.5, 13.25, 12.5, 14.75, 11.5, 15.5, 15.0]",121.0,none,"[10, 15, 12, 14, 12, 15, 14, 12, 14, 13]",131,60.8,0,0,none,"[15, 12, 15, 13, 14, 13, 12, 12, 18, 18]",142,48.2,0,0,none,"[5, 10, 10, 7, 12, 10, 15, 10, 15, 13]",107,70.2,0,0,none,"[10, 12, 15, 12, 15, 12, 18, 12, 15, 16]",137,49.8,0,0
qwen25-7b-instruct,P_en_soc-Bonn_0,P,en,neutral,Bonn,4,10,20,0.4,15.05,"[9.5, 13.0, 15.25, 16.0, 15.25, 15.75, 15.75, 17.0, 15.25, 17.75]",155.0,none,"[10, 18, 15, 13, 18, 18, 15, 20, 10, 17]",154,45.4,0,0,none,"[15, 12, 17, 18, 17, 18, 15, 19, 19, 20]",170,20.0,0,0,none,"[5, 10, 16, 15, 14, 12, 15, 13, 14, 18]",132,74.4,0,0,none,"[8, 12, 13, 18, 12, 15, 18, 16, 18, 16]",146,51.0,0,0
qwen25-7b-instruct,P_en_soc-Bonn_1,P,en,neutral,Bonn,4,10,20,0.4,12.7,"[8.75, 10.5, 11.5, 12.75, 14.75, 15.75, 12.5, 10.75, 14.75, 15.0]",166.0,none,"[0, 5, 15, 10, 18, 18, 18, 15, 12, 15]",126,55.0,0,0,none,"[10, 12, 12, 15, 10, 15, 12, 5, 15, 15]",121,28.2,0,0,none,"[15, 10, 18, 14, 18, 15, 15, 13, 20, 15]",153,15.6,0,0,none,"[10, 15, 1, 12, 13, 15, 5, 10, 12, 15]",108,48.6,0,0
qwen25-7b-instruct,P_en_soc-Bonn_2,P,en,neutral,Bonn,4,10,20,0.4,12.825,"[9.5, 11.25, 12.5, 11.25, 14.25, 13.75, 13.25, 13.75, 13.0, 15.75]",147.0,none,"[10, 8, 15, 12, 14, 10, 12, 15, 12, 12]",120,31.4,0,0,none,"[8, 15, 11, 16, 12, 18, 15, 16, 15, 18]",144,12.4,0,0,none,"[10, 12, 14, 5, 20, 13, 10, 12, 10, 15]",121,22.2,0,0,none,"[10, 10, 10, 12, 11, 14, 16, 12, 15, 18]",128,45.4,0,0
qwen25-7b-instruct,P_en_soc-Bonn_3,P,en,neutral,Bonn,4,10,20,0.4,14.45,"[14.0, 13.75, 16.5, 13.5, 16.5, 16.5, 11.5, 13.25, 13.75, 15.25]",149.0,none,"[16, 15, 18, 14, 18, 19, 1, 12, 17, 18]",148,34.0,0,0,none,"[15, 14, 15, 13, 14, 16, 13, 10, 10, 10]",130,65.4,0,0,none,"[15, 12, 16, 12, 18, 15, 14, 17, 18, 18]",155,39.2,0,0,none,"[10, 14, 17, 15, 16, 16, 18, 14, 10, 15]",145,51.0,0,0
qwen25-7b-instruct,P_en_soc-Bonn_4,P,en,neutral,Bonn,4,10,20,0.4,13.15,"[10.75, 9.75, 13.5, 16.75, 13.0, 14.25, 10.5, 15.25, 12.0, 15.75]",182.0,none,"[8, 14, 18, 20, 10, 12, 13, 14, 13, 18]",140,26.6,0,0,none,"[10, 12, 12, 17, 15, 15, 1, 15, 5, 12]",114,42.2,0,0,none,"[10, 12, 12, 12, 12, 15, 15, 15, 15, 18]",136,28.6,0,0,none,"[15, 1, 12, 18, 15, 15, 13, 17, 15, 15]",136,15.4,0,0
qwen25-7b-instruct,P_en_soc-Bonn_5,P,en,neutral,Bonn,4,10,20,0.4,13.075,"[9.5, 12.5, 13.75, 10.0, 13.0, 15.0, 14.75, 14.5, 14.25, 13.5]",170.0,none,"[10, 12, 13, 10, 15, 13, 15, 11, 12, 14]",125,52.2,0,0,none,"[8, 12, 15, 1, 13, 14, 17, 15, 15, 10]",120,48.0,0,0,none,"[10, 15, 14, 14, 14, 15, 14, 17, 15, 20]",148,3.0,0,0,none,"[10, 11, 13, 15, 10, 18, 13, 15, 15, 10]",130,32.8,0,0
qwen25-7b-instruct,P_en_soc-Bonn_6,P,en,neutral,Bonn,4,10,20,0.4,12.95,"[10.0, 11.0, 12.75, 12.5, 14.5, 12.0, 14.5, 14.5, 13.5, 14.25]",164.0,none,"[15, 2, 12, 10, 8, 12, 15, 18, 10, 14]",116,67.4,0,0,none,"[10, 12, 12, 15, 15, 12, 14, 10, 15, 12]",127,35.8,0,0,none,"[5, 15, 12, 10, 18, 12, 14, 15, 14, 16]",131,43.4,0,0,none,"[10, 15, 15, 15, 17, 12, 15, 15, 15, 15]",144,26.0,0,0
qwen25-7b-instruct,P_en_soc-Bonn_7,P,en,neutral,Bonn,4,10,20,0.4,13.375,"[8.25, 9.75, 15.5, 14.5, 15.75, 14.75, 12.25, 15.5, 12.5, 15.0]",181.0,none,"[10, 2, 12, 18, 15, 15, 15, 15, 15, 15]",132,39.6,0,0,none,"[10, 10, 15, 12, 18, 15, 20, 15, 15, 15]",145,39.2,0,0,none,"[8, 12, 20, 13, 15, 15, 13, 17, 10, 10]",133,41.0,0,0,none,"[5, 15, 15, 15, 15, 14, 1, 15, 10, 20]",125,39.0,0,0
qwen25-7b-instruct,P_en_soc-Bonn_8,P,en,neutral,Bonn,4,10,20,0.4,13.05,"[10.0, 13.5, 15.0, 13.75, 15.0, 7.5, 14.25, 15.0, 12.0, 14.5]",184.0,none,"[5, 12, 15, 17, 17, 16, 12, 12, 17, 12]",135,20.8,0,0,none,"[10, 12, 15, 12, 13, 8, 14, 15, 10, 15]",124,48.0,0,0,none,"[15, 18, 15, 10, 16, 5, 13, 18, 5, 16]",131,26.4,0,0,none,"[10, 12, 15, 16, 14, 1, 18, 15, 16, 15]",132,42.0,0,0
qwen25-7b-instruct,P_en_soc-Bonn_9,P,en,neutral,Bonn,4,10,20,0.4,12.4,"[9.5, 11.75, 12.75, 15.75, 14.75, 13.5, 11.0, 13.25, 12.0, 9.75]",176.0,none,"[10, 11, 15, 18, 13, 15, 15, 18, 5, 12]",132,26.4,0,0,none,"[8, 12, 14, 18, 15, 12, 7, 10, 15, 2]",113,62.2,0,0,none,"[10, 9, 12, 15, 13, 12, 12, 13, 15, 15]",126,38.2,0,0,none,"[10, 15, 10, 12, 18, 15, 10, 12, 13, 10]",125,30.6,0,0
qwen25-7b-instruct,P_en_soc-Seoul_0,P,en,neutral,Seoul,4,10,20,0.4,14.0,"[7.5, 15.0, 15.0, 16.25, 15.75, 13.75, 16.5, 16.0, 13.75, 10.5]",185.0,none,"[5, 15, 15, 20, 15, 10, 15, 18, 10, 0]",123,24.0,0,0,none,"[10, 15, 15, 15, 18, 18, 15, 16, 15, 15]",152,43.4,0,0,none,"[10, 20, 15, 15, 15, 12, 18, 15, 18, 12]",150,13.2,0,0,none,"[5, 10, 15, 15, 15, 15, 18, 15, 12, 15]",135,27.2,0,0
qwen25-7b-instruct,P_en_soc-Seoul_1,P,en,neutral,Seoul,4,10,20,0.4,14.875,"[10.75, 13.5, 15.0, 15.5, 15.25, 16.25, 15.25, 15.0, 16.0, 16.25]",119.0,none,"[10, 12, 12, 15, 15, 17, 14, 15, 18, 18]",146,80.0,0,0,none,"[15, 18, 14, 18, 14, 15, 16, 18, 16, 14]",158,49.4,0,0,none,"[8, 12, 16, 14, 17, 15, 15, 15, 14, 17]",143,97.0,0,0,none,"[10, 12, 18, 15, 15, 18, 16, 12, 16, 16]",148,59.0,0,0
qwen25-7b-instruct,P_en_soc-Seoul_2,P,en,neutral,Seoul,4,10,20,0.4,13.125,"[8.25, 14.25, 16.0, 15.5, 15.0, 11.75, 11.5, 14.25, 13.75, 11.0]",185.0,none,"[5, 15, 18, 14, 10, 0, 10, 15, 12, 16]",115,32.6,0,0,none,"[10, 12, 14, 15, 15, 15, 13, 13, 14, 2]",123,58.8,0,0,none,"[8, 15, 20, 15, 17, 20, 18, 15, 10, 16]",154,21.6,0,0,none,"[10, 15, 12, 18, 18, 12, 5, 14, 19, 10]",133,28.8,0,0
qwen25-7b-instruct,P_en_soc-Seoul_3,P,en,neutral,Seoul,4,10,20,0.4,11.375,"[9.5, 8.25, 12.5, 8.25, 10.25, 10.0, 12.25, 15.5, 12.25, 15.0]",167.0,none,"[5, 15, 10, 15, 15, 13, 12, 12, 15, 15]",127,40.6,0,0,none,"[10, 12, 12, 6, 15, 15, 12, 20, 12, 15]",129,16.8,0,0,none,"[8, 1, 15, 2, 10, 5, 15, 15, 12, 15]",98,51.4,0,0,none,"[15, 5, 13, 10, 1, 7, 10, 15, 10, 15]",101,57.8,0,0
qwen25-7b-instruct,P_en_soc-Seoul_4,P,en,neutral,Seoul,4,10,20,0.4,13.6,"[10.0, 13.0, 14.75, 11.5, 13.5, 15.0, 11.25, 15.75, 17.25, 14.0]",181.0,none,"[15, 10, 20, 1, 12, 15, 5, 18, 16, 10]",122,28.0,0,0,none,"[10, 15, 12, 15, 15, 15, 18, 12, 15, 18]",145,32.8,0,0,none,"[5, 15, 15, 15, 15, 18, 7, 18, 18, 18]",144,19.8,0,0,none,"[10, 12, 12, 15, 12, 12, 15, 15, 20, 10]",133,30.4,0,0
qwen25-7b-instruct,P_en_soc-Seoul_5,P,en,neutral,Seoul,4,10,20,0.4,12.7,"[8.25, 10.0, 10.25, 14.25, 12.5, 13.25, 14.25, 14.5, 14.5, 15.25]",169.0,none,"[5, 8, 0, 15, 15, 15, 15, 18, 10, 14]",115,36.4,0,0,none,"[10, 12, 14, 15, 12, 13, 15, 11, 13, 15]",130,19.8,0,0,none,"[8, 10, 15, 12, 13, 15, 12, 15, 15, 14]",129,29.0,0,0,none,"[10, 10, 12, 15, 10, 10, 15, 14, 20, 18]",134,23.4,0,0
qwen25-7b-instruct,P_en_soc-Seoul_6,P,en,neutral,Seoul,4,10,20,0.4,15.225,"[9.25, 15.0, 15.5, 15.5, 15.5, 17.0, 16.5, 15.5, 16.75, 15.75]",130.0,none,"[10, 15, 15, 16, 17, 17, 17, 14, 16, 18]",155,75.4,0,0,none,"[5, 20, 15, 15, 15, 15, 15, 15, 15, 15]",145,87.4,0,0,none,"[12, 10, 15, 14, 14, 18, 16, 18, 18, 15]",150,81.4,0,0,none,"[10, 15, 17, 17, 16, 18, 18, 15, 18, 15]",159,94.2,0,0
qwen25-7b-instruct,P_en_soc-Seoul_7,P,en,neutral,Seoul,4,10,20,0.4,15.325,"[12.0, 14.25, 15.75, 16.5, 13.5, 15.5, 16.25, 16.75, 16.5, 16.25]",144.0,none,"[10, 18, 16, 18, 15, 17, 15, 18, 16, 19]",162,42.4,0,0,none,"[15, 15, 14, 17, 14, 15, 18, 15, 16, 14]",153,79.2,0,0,none,"[8, 12, 15, 17, 15, 14, 16, 18, 17, 16]",148,107.4,0,0,none,"[15, 12, 18, 14, 10, 16, 16, 16, 17, 16]",150,74.6,0,0
qwen25-7b-instruct,P_en_soc-Seoul_8,P,en,neutral,Seoul,4,10,20,0.4,12.225,"[10.0, 15.0, 11.0, 10.75, 10.75, 11.75, 11.75, 14.25, 14.25, 12.75]",195.0,none,"[10, 15, 10, 15, 10, 10, 10, 15, 15, 12]",122,29.2,0,0,none,"[10, 15, 12, 12, 10, 12, 5, 15, 12, 15]",118,23.0,0,0,none,"[10, 15, 12, 1, 18, 15, 15, 15, 15, 10]",126,30.2,0,0,none,"[10, 15, 10, 15, 5, 10, 17, 12, 15, 14]",123,52.6,0,0
qwen25-7b-instruct,P_en_soc-Seoul_9,P,en,neutral,Seoul,4,10,20,0.4,13.875,"[10.75, 15.5, 13.25, 16.0, 15.75, 12.75, 14.75, 12.5, 14.0, 13.5]",180.0,none,"[15, 20, 16, 16, 18, 16, 15, 2, 10, 15]",143,21.6,0,0,none,"[10, 12, 18, 15, 13, 18, 16, 13, 14, 5]",134,21.4,0,0,none,"[10, 15, 1, 18, 15, 5, 18, 20, 15, 14]",131,15.6,0,0,none,"[8, 15, 18, 15, 17, 12, 10, 15, 17, 20]",147,13.8,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_0,P,en,neutral,Chengdu,4,10,20,0.4,15.625,"[10.0, 14.25, 17.0, 16.25, 14.75, 18.75, 15.5, 16.0, 16.75, 17.0]",134.0,none,"[10, 15, 18, 15, 13, 18, 16, 15, 15, 16]",151,86.2,0,0,none,"[10, 15, 14, 16, 18, 20, 14, 15, 18, 20]",160,93.2,0,0,none,"[10, 12, 18, 19, 12, 18, 16, 16, 16, 15]",152,99.2,0,0,none,"[10, 15, 18, 15, 16, 19, 16, 18, 18, 17]",162,92.0,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_1,P,en,neutral,Chengdu,4,10,20,0.4,13.575,"[9.5, 12.75, 13.25, 13.75, 15.5, 13.25, 14.75, 14.25, 13.75, 15.0]",198.0,none,"[8, 12, 18, 10, 15, 17, 15, 13, 15, 15]",138,42.2,0,0,none,"[10, 12, 18, 20, 15, 12, 15, 15, 13, 15]",145,48.2,0,0,none,"[10, 12, 5, 12, 17, 12, 15, 14, 12, 15]",124,52.4,0,0,none,"[10, 15, 12, 13, 15, 12, 14, 15, 15, 15]",136,37.4,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_2,P,en,neutral,Chengdu,4,10,20,0.4,13.225,"[7.75, 12.25, 13.25, 12.75, 13.5, 13.5, 16.0, 14.5, 13.75, 15.0]",187.0,none,"[5, 12, 15, 10, 13, 17, 15, 10, 12, 15]",124,25.2,0,0,none,"[8, 15, 12, 10, 14, 12, 18, 15, 15, 12]",131,15.0,0,0,none,"[8, 10, 10, 14, 12, 10, 16, 15, 15, 18]",128,48.2,0,0,none,"[10, 12, 16, 17, 15, 15, 15, 18, 13, 15]",146,17.8,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_3,P,en,neutral,Chengdu,4,10,20,0.4,12.8,"[8.75, 12.5, 15.0, 13.75, 10.75, 11.75, 15.0, 15.25, 12.25, 13.0]",228.0,none,"[5, 15, 15, 17, 18, 18, 15, 18, 12, 15]",148,5.4,0,0,none,"[10, 8, 15, 18, 12, 5, 12, 18, 12, 15]",125,24.6,0,0,none,"[10, 12, 15, 15, 3, 12, 15, 15, 15, 12]",124,21.6,0,0,none,"[10, 15, 15, 5, 10, 12, 18, 10, 10, 10]",115,22.2,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_4,P,en,neutral,Chengdu,4,10,20,0.4,13.075,"[9.0, 9.5, 12.5, 14.0, 14.5, 14.25, 13.5, 14.0, 12.5, 17.0]",176.0,none,"[8, 12, 10, 15, 10, 18, 12, 14, 15, 18]",132,52.6,0,0,none,"[8, 12, 10, 15, 14, 12, 16, 15, 15, 18]",135,58.6,0,0,none,"[10, 9, 15, 14, 16, 15, 14, 15, 15, 18]",141,48.6,0,0,none,"[10, 5, 15, 12, 18, 12, 12, 12, 5, 14]",115,34.4,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_5,P,en,neutral,Chengdu,4,10,20,0.4,12.9,"[10.75, 14.25, 9.25, 12.75, 13.5, 15.5, 14.0, 13.75, 12.25, 13.0]",191.0,none,"[15, 12, 5, 12, 14, 16, 14, 13, 10, 5]",116,36.2,0,0,none,"[8, 15, 12, 12, 12, 13, 15, 15, 12, 18]",132,12.2,0,0,none,"[10, 15, 15, 15, 18, 15, 15, 15, 12, 15]",145,10.2,0,0,none,"[10, 15, 5, 12, 10, 18, 12, 12, 15, 14]",123,32.8,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_6,P,en,neutral,Chengdu,4,10,20,0.4,14.575,"[11.25, 14.5, 16.25, 16.25, 15.75, 13.75, 12.75, 14.25, 15.0, 16.0]",148.0,none,"[15, 15, 18, 18, 18, 15, 15, 15, 15, 16]",160,62.0,0,0,none,"[10, 12, 12, 14, 15, 12, 16, 12, 15, 13]",131,85.2,0,0,none,"[10, 15, 18, 18, 15, 10, 15, 12, 15, 15]",143,73.8,0,0,none,"[10, 16, 17, 15, 15, 18, 5, 18, 15, 20]",149,70.0,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_7,P,en,neutral,Chengdu,4,10,20,0.4,13.4,"[12.5, 13.5, 13.5, 14.0, 11.25, 13.75, 15.0, 14.25, 11.5, 14.75]",148.0,none,"[15, 12, 12, 15, 5, 12, 13, 12, 14, 13]",123,66.0,0,0,none,"[10, 15, 13, 14, 16, 13, 15, 10, 5, 17]",128,58.4,0,0,none,"[10, 15, 15, 14, 14, 14, 14, 17, 12, 14]",139,55.6,0,0,none,"[15, 12, 14, 13, 10, 16, 18, 18, 15, 15]",146,59.0,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_8,P,en,neutral,Chengdu,4,10,20,0.4,14.025,"[7.75, 12.5, 14.25, 14.25, 15.5, 15.0, 16.5, 15.0, 14.75, 14.75]",150.0,none,"[10, 15, 15, 15, 12, 15, 18, 12, 15, 15]",142,64.2,0,0,none,"[5, 15, 15, 15, 15, 18, 18, 15, 17, 15]",148,46.8,0,0,none,"[1, 10, 15, 15, 20, 10, 15, 18, 17, 14]",135,51.8,0,0,none,"[15, 10, 12, 12, 15, 17, 15, 15, 10, 15]",136,51.6,0,0
qwen25-7b-instruct,P_en_soc-Chengdu_9,P,en,neutral,Chengdu,4,10,20,0.4,14.275,"[8.25, 12.5, 15.5, 15.25, 15.75, 15.0, 16.5, 14.75, 14.5, 14.75]",123.0,none,"[5, 15, 18, 15, 14, 18, 18, 15, 15, 12]",145,87.2,0,0,none,"[8, 15, 12, 15, 18, 12, 17, 14, 10, 14]",135,93.0,0,0,none,"[10, 15, 17, 16, 18, 12, 15, 15, 15, 15]",148,66.2,0,0,none,"[10, 5, 15, 15, 13, 18, 16, 15, 18, 18]",143,73.4,0,0
